city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Heated front Seat & Exterior Mirrors,,bassa,0,1,,""
Alloy Wheels,,bassa,0,1,,""
(1) Street Cruising,,bassa,0,1,,""
* Cold weather package:,,bassa,0,1,,""
-	Backup Camera,,bassa,0,1,,""
-  Anti-theft vehicle system,,bassa,0,1,,""
"- 19\"\" Dronell rims",,bassa,0,1,,""
- 3-spoke Leather-wrapped multifunction steering wheels,,bassa,0,1,,""
- 6-Speed S tronic Transmission,,bassa,0,1,,""
- ABS (Anti-lock brake system,,bassa,0,1,,""
- Disc brake,,bassa,0,1,,""
- Driver 3-point safety belts with autamatic locking retractor (ALR),,bassa,0,1,,""
- Driver and front passenger seat-mounted head thorax airbags,,bassa,0,1,,""
- Exceptionally well taken care of over the years,,bassa,0,1,,""
- Interior is in fantastic condition,,bassa,0,1,,""
- Koni Yellow shocks and struts,,bassa,0,1,,""
- Leather seating surfaces,,bassa,0,1,,""
- Lower Anchors and tethers for children (LATCH),,bassa,0,1,,""
- Mirror Blindzone detection and Lane Keeping Support,,bassa,0,1,,""
- Performance Front Seats (20-way adjustable),,bassa,0,1,,""
- Split-folding rear seat,,bassa,0,1,,""
- Surround vision,,bassa,0,1,,""
-Antilock disc brakes,,bassa,0,1,,""
-Luxurious & spacious interior package w/ electric rear window,,bassa,0,1,,""
-integrated curtains for a complete blackout experience including the windshield!,,bassa,0,1,,""
1le wheels from a 2018 Camaro with Nitto tires that have about 70% left on them.,,bassa,0,1,,""
2.8 V6 with great power (think 75mph Colorado mountain passes),,bassa,0,1,,""
2012+ has No M156 Headbolt issue,,bassa,0,1,,""
2015 hood insert (not installed),,bassa,0,1,,""
AIRSCARF neck-level heating system,,bassa,0,1,,""
Aberdeen,2009,bassa,3,3,28.67,"power,control,wheel"
Aberdeen,2012,bassa,12,13,51.85,"power,control,front"
Aberdeen,2013,bassa,13,13,73.23,"power,control,steering"
