city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Abington,2007,bassa,2,2,11.5,"front,rear,type"
Abington,2016,bassa,1,1,75.0,"front,rear,type"
Acton,2020,bassa,1,5,38.4,"rear,system,eyesight"
Acton,2020,media,8,91,33.42,"rear,control,power"
Adrian,2016,media,3,3,37.33,"front,wheel,rear"
Adrian,2017,bassa,3,8,40.75,"front,rear,2017"
Adrian,2018,alta,1,1,199.0,"rear,front,steering"
Agawam,2018,bassa,1,1,53.0,"front,rear,type"
Albany,2008,bassa,1,1,87.0,"front,passenger,power"
Albany,2015,bassa,14,15,84.93,"front,rear,power"
Ann Arbor,2007,bassa,1,1,0.0,"front,steering,wheel"
Ann Arbor,2013,bassa,2,2,6.5,"front,seats,power"
Ann Arbor,2014,bassa,2,2,13.0,"front,steering,wheel"
Ann Arbor,2016,media,2,2,12.5,"arbor,vehicle,system"
Ann Arbor,2017,media,5,5,25.4,"front,power,rear"
Ann Arbor,2018,media,7,7,21.43,"front,system,control"
Ann Arbor,2020,bassa,1,9,89.33,"wheels,additional,info"
Antioch,2020,media,1,1,36.0,"2020,ford,supercrew"
Asbury Park,1978,bassa,1,1,50.0,"amazing,condition,fuel"
Asbury Park,1993,bassa,1,1,12.0,"power,steering,wheel"
Asbury Park,2002,bassa,1,1,43.0,"front,steering,wheel"
Asbury Park,2008,bassa,1,1,19.0,"front,steering,wheel"
Asbury Park,2009,bassa,3,3,30.0,"front,wheel,power"
Asbury Park,2012,bassa,1,1,26.0,"front,steering,wheel"
Asbury Park,2014,bassa,6,6,22.83,"front,steering,wheel"
Asbury Park,2015,bassa,8,12,31.67,"front,wheel,power"
Asbury Park,2015,media,1,1,25.0,"front,wheel,power"
Astoria,2017,media,1,1,14.0,"rear,front,driver"
Attleboro,2009,bassa,2,2,36.5,"front,rear,type"
Attleboro,2016,media,4,4,12.25,"wheel,power,steering"
Attleboro,2017,media,17,21,31.14,"wheel,rear,mirrors"
Attleboro,2018,bassa,14,20,38.6,"wheel,steering,vehicle"
Attleboro,2018,media,14,18,29.17,"wheel,vehicle,driver"
Attleboro,2019,media,13,21,101.57,"wheel,mirrors,driver"
Attleboro,2020,alta,2,2,221.0,"seat,driver,mirrors"
Attleboro,2021,alta,1,4,15.0,"seat,driver,mirrors"
Auburn,2012,bassa,5,5,97.8,"front,airbag,steering"
Auburn,2015,bassa,5,5,55.0,"rear,power,front"
Auburn,2015,media,1,1,217.0,"steering,bluetooth,technology"
Auburn,2017,bassa,4,12,31.42,"steering,wheel,power"
Auburn,2017,media,12,20,33.35,"seats,power,rear"
Auburn,2020,media,14,111,184.85,"front,rear,wheel"
Auburn Hills,2020,bassa,2,30,109.43,"cargo,type,basic"
Auburn Hills,2021,media,7,184,17.6,"automatic,type,cargo"
Augusta,2020,media,1,1,14.0,""
Avenel,2008,bassa,1,1,3.0,"2008,toyota,highlander"
Avenel,2013,media,2,2,26.5,"front,rear,audi"
Avenel,2014,bassa,14,14,42.86,"service,2014,beats"
Avenel,2014,media,1,1,16.0,"2014,toyota,tundra"
Avenel,2015,bassa,9,11,21.0,"front,rear,driver"
Avenel,2017,bassa,40,126,37.22,"warranty,front,rear"
Avenel,2017,media,57,189,45.29,"front,rear,power"
Avenel,2019,bassa,11,18,40.28,"warranty,front,rear"
Avenel,2019,media,24,47,52.09,"front,rear,warranty"
Avenel,2020,alta,1,1,2.0,"2020,jaguar,pace"
Avenel,2020,media,10,11,17.45,"front,rear,power"
Barkhamsted,2017,bassa,1,1,116.0,"ford,great,escape"
Barkhamsted,2018,media,4,13,47.15,"power,rear,wheel"
Battle Creek,2004,bassa,2,2,69.5,"front,power,cards"
Battle Creek,2009,bassa,3,4,23.25,"front,rear,type"
Battle Creek,2010,bassa,7,7,25.86,"front,rear,type"
Battle Creek,2011,bassa,3,3,15.67,"front,rear,type"
Battle Creek,2015,bassa,3,3,42.0,"front,rear,type"
Bay Shore,2008,bassa,3,3,13.0,"front,rear,power"
Bay Shore,2012,bassa,12,12,43.0,"front,rear,wheel"
Bay Shore,2012,media,1,1,2.0,"front,rear,power"
Bay Shore,2013,media,2,2,5.0,"rear,front,wheel"
Bay Shore,2014,media,3,3,27.0,"rear,front,power"
Bay Shore,2015,bassa,13,14,52.36,"front,rear,power"
Bay Shore,2018,alta,3,3,167.67,"power,rear,front"
Bay Shore,2018,media,18,41,30.9,"front,rear,power"
Bay Shore,2020,media,16,209,106.11,"2020,chevrolet,automatic"
Bay Shore,2021,alta,1,2,10.5,"front,rear,power"
Bayamon,2018,media,1,2,473.0,"seat,power,rear"
Bayamon,2019,alta,2,2,473.0,"power,seat,rear"
Bedford,2018,bassa,1,1,13.0,"certified,minuteman,warranty"
Bedford,2019,bassa,1,2,26.5,"certified,warranty,volkswagen"
Bedford,2021,media,1,17,23.71,"radio,additional,info"
Belford,2002,bassa,1,1,11.0,"vehicle,condition,thunderbird"
Belford,2013,media,1,2,29.0,"ford,drive,running"
Belford,2017,bassa,26,33,31.76,"pricing,vehicle,internet"
Belford,2017,media,17,18,47.56,"pricing,vehicle,internet"
Belford,2019,alta,1,1,14.0,"pricing,vehicle,internet"
Belford,2020,bassa,1,1,22.0,"pricing,drive,vehicle"
Bellerose,2015,media,2,3,6.0,"infiniti,system,premium"
Bellerose,2016,bassa,1,2,25.5,"power,mirror,rear"
Bellerose,2017,bassa,2,4,11.5,"unleaded,engine,powering"
Belleville,1987,bassa,1,1,35.0,"sales,state,fees"
Belleville,2006,bassa,2,2,10.0,"power,vehicle,steering"
Belleville,2009,bassa,1,1,11.0,"sales,state,vehicle"
Bellevue,2017,media,1,1,65.0,"2017,awards,miles"
Bellingham,2007,bassa,1,1,67.0,"front,rear,power"
Berlin,2010,bassa,6,6,59.0,"front,rear,seat"
Berlin,2010,media,1,1,6.0,"rear,front,driver"
Berlin,2011,bassa,9,10,26.7,"front,rear,seat"
Berlin,2015,bassa,3,3,31.33,"rear,front,power"
Berlin,2015,media,3,3,30.0,"rear,power,front"
Berlin,2016,bassa,2,2,16.5,"rear,front,power"
Berlin,2018,media,3,7,63.0,"front,power,rear"
Berlin,2019,media,9,13,221.77,"price,back,automatic"
Berlin,2020,media,16,58,125.79,"price,owned,operated"
Bethpage,1994,bassa,1,1,192.0,"original,caddy,interior"
Bethpage,2006,bassa,2,2,18.5,"power,cars,call"
Birmingham,2000,media,1,1,4.0,"elise,interior,lotus"
Blauvelt,2010,bassa,4,5,29.0,"power,extended,brakes"
Blauvelt,2011,media,1,1,92.0,"available,bucket,engine"
Blauvelt,2014,bassa,3,4,124.5,"power,brakes,engine"
Blauvelt,2015,bassa,1,1,8.0,"rear,engine,available"
Bloomfield,2011,bassa,3,3,11.0,"front,type,rear"
Bloomfield,2013,bassa,1,1,4.0,"front,rear,type"
Bloomfield,2014,bassa,4,7,37.0,"comma,front,rear"
Bloomfield Hills,2003,bassa,6,6,41.17,"front,rear,power"
Bloomfield Hills,2004,bassa,6,6,51.17,"front,rear,power"
Bloomfield Hills,2009,bassa,6,6,58.17,"front,rear,power"
Bloomfield Hills,2019,media,9,25,57.92,"front,rear,wheel"
Bloomfield Hills,2020,alta,3,8,291.38,"front,rear,steering"
Bloomfield Hills,2020,media,13,64,82.8,"front,rear,power"
Bloomingdale,2010,bassa,9,9,37.11,"front,rear,type"
Bloomingdale,2016,bassa,4,4,18.25,"front,rear,type"
Bloomingdale,2019,media,5,6,10.33,"front,rear,type"
Bohemia,2013,media,3,3,61.67,"front,power,steering"
Bohemia,2015,media,7,7,42.71,"front,rear,power"
Bohemia,2016,bassa,5,5,66.2,"front,2016,rear"
Bohemia,2017,bassa,9,16,46.63,"front,wheel,rear"
Bohemia,2020,media,9,52,95.71,"front,rear,wheel"
Bound Brook,2010,bassa,4,4,43.25,"front,rear,type"
Bound Brook,2011,media,1,1,3.0,"front,rear,power"
Bound Brook,2016,bassa,1,1,29.0,"front,rear,type"
Braintree,2011,bassa,2,2,32.5,"front,rear,type"
Braintree,2012,bassa,3,3,31.0,"front,rear,type"
Braintree,2014,media,2,2,11.0,"front,rear,type"
Branchville,2009,bassa,1,1,40.0,"airbag,power,vehicle"
Branchville,2010,bassa,1,1,18.0,"power,front,seat"
Branchville,2012,media,1,1,12.0,"steering,vehicle,control"
Branchville,2014,bassa,1,1,29.0,"airbag,power,steering"
Branchville,2016,bassa,1,1,12.0,"airbag,vehicle,control"
Branford,2009,bassa,2,2,29.5,"power,steering,vehicle"
Branford,2011,bassa,3,5,45.0,"power,seat,steering"
Branford,2012,bassa,7,7,79.14,"power,airbag,steering"
Branford,2014,bassa,3,3,28.33,"power,steering,vehicle"
Brewster,2013,bassa,1,1,7.0,"front,door,wheel"
Brewster,2016,bassa,1,1,7.0,"wheel,front,steering"
Brewster,2016,media,1,1,4.0,"power,front,steering"
Brewster,2017,bassa,6,17,40.18,"front,wheel,2017"
Brewster,2017,media,1,1,9.0,"front,system,rear"
Brick,2002,bassa,1,1,10.0,"power,front,seat"
Brick,2008,bassa,8,8,80.0,"front,rear,type"
Brick,2012,media,1,1,29.0,"front,rear,color"
Brick,2016,media,2,3,26.33,"power,rear,locks"
Brick,2018,bassa,9,11,59.18,"power,rear,control"
Brick,2019,bassa,4,4,49.25,"power,rear,front"
Brick,2020,media,19,239,107.61,"power,rear,control"
Bridgeport,2006,bassa,1,1,52.0,"power,county,wheel"
Bridgeport,2008,bassa,1,1,12.0,"control,power,bags"
Bridgeport,2010,bassa,5,5,33.2,"power,bags,control"
Bridgeport,2013,bassa,5,6,18.0,"rear,driver,wheel"
Bridgeport,2014,media,2,2,19.5,"wheel,driver,power"
Bridgeport,2016,media,4,4,24.75,"rear,power,system"
Bridgeport,2019,alta,2,2,141.5,"driver,wheel,system"
Bridgewater,2003,bassa,1,1,27.0,"front,power,windows"
Bridgewater,2009,media,3,3,16.0,"front,power,seat"
Bridgewater,2011,bassa,1,1,48.0,"front,rear,suspension"
Bridgewater,2012,bassa,8,9,255.11,"front,rear,power"
Bridgewater,2012,media,1,1,25.0,"front,rear,power"
Bridgewater,2014,bassa,4,4,21.25,"rear,power,driver"
Bridgewater,2015,media,15,15,32.13,"front,rear,power"
