city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Abington,2008,bassa,3,3,45.0,"front,rear,type"
Abington,2012,bassa,1,1,15.0,"front,rear,type"
Abington,2014,bassa,1,1,270.0,"front,rear,type"
Abington,2015,bassa,1,1,49.0,"front,rear,type"
Acton,2010,bassa,2,2,469.5,"power,rear,mirror"
Acton,2016,bassa,2,2,25.5,"power,rear,2016"
Acton,2016,media,1,1,4.0,"power,wheel,rear"
Acton,2018,media,2,8,47.75,"rear,power,wheel"
Acton,2021,media,2,35,18.43,"rear,power,guards"
Adrian,2002,bassa,1,1,7.0,"rear,seat,front"
Adrian,2008,bassa,1,1,5.0,"front,brakes,passenger"
Adrian,2012,bassa,2,2,20.5,"front,wheel,steering"
Adrian,2013,bassa,4,4,15.75,"front,rear,wheel"
Adrian,2014,media,1,1,4.0,"front,steering,wheel"
Adrian,2015,bassa,2,2,37.0,"wheel,rear,front"
Adrian,2018,bassa,4,5,29.2,"front,rear,wheel"
Agawam,2016,media,1,1,90.0,"front,rear,type"
Albany,2010,bassa,6,6,231.33,"front,rear,type"
Albany,2011,bassa,11,11,68.64,"front,rear,power"
Albany,2017,media,9,10,35.0,"front,rear,power"
Albany,2018,bassa,5,9,24.44,"power,rear,front"
Albany,2019,media,3,5,150.8,"rear,front,power"
Albany,2020,bassa,4,23,82.39,"power,rear,front"
Albany,2020,media,18,309,90.1,"power,rear,control"
Ann Arbor,2011,bassa,3,3,23.33,"front,rear,seats"
Ann Arbor,2012,bassa,3,3,10.0,"front,steering,wheel"
Ann Arbor,2016,bassa,2,2,21.5,"front,rear,steering"
Asbury Park,1996,media,1,1,60.0,"front,power,condition"
Asbury Park,2016,alta,1,1,14.0,"front,rear,steering"
Asbury Park,2020,media,2,2,36.0,"front,system,power"
Astoria,2009,bassa,1,1,14.0,"front,rear,passenger"
Astoria,2016,bassa,1,1,52.0,"front,comma,rear"
Astoria,2017,bassa,2,2,41.5,"front,rear,driver"
Attleboro,1984,bassa,1,1,314.0,"chevy,custom,pickup"
Attleboro,2002,bassa,1,1,11.0,"front,wheel,miles"
Attleboro,2007,bassa,2,2,159.0,"front,rear,type"
Attleboro,2012,bassa,8,8,50.5,"front,rear,type"
Attleboro,2014,bassa,3,3,24.67,"rear,front,wheel"
Attleboro,2016,bassa,21,24,38.46,"rear,front,wheel"
Attleboro,2019,bassa,18,21,44.57,"wheel,steering,vehicles"
Auburn,2007,media,1,1,84.0,"rear,front,system"
Auburn,2008,bassa,10,10,125.3,"front,power,rear"
Auburn,2013,bassa,10,11,194.73,"front,rear,seat"
Auburn,2013,media,1,1,11.0,"power,seats,automatic"
Auburn,2018,bassa,3,5,33.6,"steering,wheel,automatic"
Auburn,2018,media,6,8,24.63,"power,seats,headlights"
Auburn,2019,alta,1,1,52.0,"seats,bluetooth,heated"
Avenel,2006,bassa,1,1,4.0,"2006,yukon,denali"
Avenel,2013,bassa,6,6,7.17,"2013,beats,sansone"
Avenel,2017,alta,4,5,9.0,"front,passenger,manual"
Avenel,2018,alta,1,1,0.0,"2018,toyota,white"
Avenel,2018,bassa,24,48,22.85,"warranty,front,first"
Avenel,2018,media,37,78,26.6,"front,rear,power"
Barkhamsted,2019,bassa,2,3,163.67,"power,rear,wheel"
Barkhamsted,2020,media,9,34,144.79,"ford,engine,transmission"
Battle Creek,2007,bassa,1,2,27.5,"front,rear,type"
Battle Creek,2008,bassa,3,4,15.75,"front,rear,type"
Battle Creek,2017,bassa,1,1,27.0,"front,rear,color"
Bay Shore,2005,bassa,1,1,16.0,"front,power,wheel"
Bay Shore,2011,bassa,7,7,17.71,"front,rear,driver"
Bay Shore,2013,bassa,6,7,49.71,"front,rear,driver"
Bay Shore,2016,bassa,12,13,30.62,"rear,front,power"
Bay Shore,2017,alta,1,1,11.0,"power,rear,front"
Bay Shore,2019,media,14,32,47.91,"front,rear,power"
Bayamon,2019,media,5,26,473.5,"power,rear,mirror"
Bayonne,2011,bassa,1,1,8.0,"rear,front,seat"
Bayonne,2012,bassa,5,5,63.6,"front,rear,type"
Bayonne,2016,alta,1,1,182.0,"auto,credit,promotional"
Bayonne,2017,bassa,5,5,47.2,"front,rear,type"
Bayonne,2018,media,2,2,51.5,"front,rear,type"
Bayonne,2019,media,1,1,25.0,"front,rear,type"
Bayonne,2020,media,2,2,34.5,"front,rear,color"
Bedford,2016,bassa,2,3,28.33,"certified,warranty,radio"
Bedford,2018,media,3,6,18.67,"front,control,rear"
Bedford,2019,media,7,15,149.53,"radio,volkswagen,data"
Belford,2008,bassa,4,4,20.0,"pricing,vehicle,seats"
Belford,2010,bassa,3,3,37.33,"vehicle,equipment,power"
Belford,2013,bassa,8,8,38.63,"pricing,vehicle,seats"
Belford,2014,bassa,8,8,98.5,"seats,vehicle,heated"
Belford,2014,media,1,1,18.0,"condition,1500,express"
Belford,2015,bassa,2,2,110.5,"pricing,vehicle,offers"
Belford,2016,bassa,11,13,43.15,"pricing,vehicle,internet"
Belford,2018,media,5,5,30.6,"pricing,vehicle,internet"
Belford,2020,media,1,1,55.0,"pricing,vehicle,infiniti"
Bellerose,2015,bassa,1,1,5.0,"honda,accord,sedan"
Bellerose,2018,media,4,4,52.0,"power,mirror,seat"
Belleville,2002,bassa,1,1,23.0,"sales,state,vehicle"
Belleville,2017,bassa,1,1,12.0,"sales,state,airbag"
Bellingham,2001,bassa,1,1,32.0,"front,power,lights"
Bellingham,2004,bassa,1,1,202.0,"front,power,seat"
Bellingham,2008,bassa,1,1,7.0,"front,rear,color"
Berlin,2012,bassa,1,1,18.0,"front,rear,wheel"
Berlin,2013,media,1,1,19.0,"package,power,wheel"
Berlin,2014,bassa,6,7,40.71,"rear,front,power"
Berlin,2014,media,2,2,26.0,"rear,front,power"
Berlin,2016,alta,1,1,101.0,"rear,front,power"
Berlin,2017,alta,1,1,14.0,"rear,front,power"
Berlin,2019,alta,5,11,304.27,"front,rear,driver"
Berlin,2019,bassa,1,3,231.0,"automatic,control,parking"
Bethpage,2004,bassa,1,1,3.0,"renegade,jeep,rare"
Bethpage,2007,bassa,1,1,16.0,"jeep,liberty,just"
Bethpage,2012,bassa,4,4,19.75,"call,owner,factory"
Bethpage,2013,bassa,2,2,34.0,"miles,call,plates"
Birch Run,2020,media,1,1,173.0,"front,rear,steering"
Birmingham,1973,media,1,1,232.0,"four,wheel,drive"
Blauvelt,2005,bassa,4,4,71.25,"power,drive,offer"
Blauvelt,2006,bassa,2,3,53.33,"power,engine,drive"
Blauvelt,2012,bassa,6,11,43.18,"power,brakes,engine"
Blauvelt,2015,media,1,1,26.0,"power,steering,transmission"
Bloomfield,2006,bassa,1,1,12.0,"front,rear,seat"
Bloomfield,2012,bassa,3,3,31.0,"front,rear,type"
Bloomfield Hills,2006,bassa,5,5,46.0,"front,rear,wheel"
Bloomfield Hills,2007,bassa,3,3,38.0,"front,power,wheel"
Bloomfield Hills,2014,bassa,4,4,24.0,"front,steering,wheel"
Bloomfield Hills,2015,bassa,8,11,37.27,"front,wheel,rear"
Bloomfield Hills,2018,alta,4,5,22.6,"front,steering,wheel"
Bloomfield Hills,2018,bassa,6,14,85.43,"front,wheel,steering"
Bloomingdale,2004,bassa,4,4,90.25,"front,power,rear"
Bloomingdale,2009,bassa,5,5,48.4,"front,rear,type"
Bloomingdale,2011,bassa,5,5,20.6,"front,rear,type"
Bloomingdale,2015,bassa,7,7,40.57,"front,rear,type"
Bloomingdale,2016,alta,1,1,20.0,"rear,front,control"
Bloomingdale,2017,bassa,5,5,81.4,"front,rear,type"
Bloomingdale,2017,media,1,1,55.0,"rear,front,color"
Bloomingdale,2018,bassa,1,1,14.0,"front,rear,function"
Bloomingdale,2019,bassa,2,2,8.0,"front,rear,type"
Bloomingdale,2020,alta,3,3,14.0,"front,rear,steering"
Bloomingdale,2020,bassa,1,1,17.0,"front,rear,type"
Bohemia,2010,bassa,1,1,32.0,"2010,package,year"
Bohemia,2011,bassa,2,2,22.5,"front,wheel,steering"
Bohemia,2012,bassa,3,4,34.25,"front,steering,wheel"
Bohemia,2013,bassa,4,4,158.75,"front,wheel,steering"
Bohemia,2014,bassa,6,6,32.17,"front,power,2014"
Bohemia,2014,media,4,4,109.25,"front,power,wheel"
Bohemia,2017,media,18,27,41.89,"front,rear,power"
Bohemia,2018,media,10,11,33.73,"front,rear,power"
Bohemia,2019,media,16,21,86.81,"front,rear,wheel"
Bound Brook,2006,bassa,1,1,21.0,"front,rear,seat"
Bound Brook,2008,bassa,1,1,222.0,"front,rear,type"
Braintree,2002,bassa,1,1,0.0,"power,front,wheel"
Braintree,2003,bassa,1,1,3.0,"front,rear,wheel"
Braintree,2010,bassa,2,2,50.5,"front,rear,type"
Braintree,2015,bassa,3,3,42.67,"front,rear,type"
Branchville,2013,bassa,3,3,94.0,"airbag,power,steering"
Branchville,2014,media,1,1,18.0,"power,seat,front"
Branchville,2016,media,1,1,40.0,"vehicle,control,steering"
Branford,2004,bassa,1,1,20.0,"steering,vehicle,exterior"
Branford,2015,bassa,8,9,76.11,"power,steering,control"
Branford,2015,media,3,3,20.33,"power,rear,steering"
Branford,2017,bassa,27,41,65.39,"power,rear,steering"
Branford,2017,media,24,39,52.44,"power,rear,control"
Branford,2018,media,8,10,15.3,"power,rear,driver"
Brewster,2008,bassa,1,1,76.0,"front,power,wheel"
Brewster,2014,bassa,2,2,8.0,"front,rear,radio"
Brewster,2018,bassa,1,1,36.0,"front,system,door"
Brick,1997,bassa,1,1,56.0,"power,front,leather"
Brick,2001,bassa,3,3,107.67,"power,front,rear"
Brick,2004,bassa,3,3,54.0,"power,front,wheel"
Brick,2004,media,2,2,21.0,"power,front,seat"
Brick,2007,bassa,7,7,60.57,"front,rear,type"
Brick,2009,bassa,11,11,62.36,"front,rear,type"
Brick,2010,bassa,11,13,78.85,"front,rear,type"
Brick,2011,bassa,13,13,109.08,"front,rear,type"
Brick,2013,bassa,7,9,36.89,"front,rear,type"
Brick,2013,media,1,1,5.0,"passenger,wheel,rear"
Brick,2017,bassa,19,27,51.04,"power,rear,driver"
Brick,2019,media,13,29,210.79,"power,rear,control"
Brick,2021,media,4,15,4.4,"additional,info,rear"
Bridgeport,2002,bassa,1,1,61.0,"power,county,wheel"
Bridgeport,2009,bassa,1,1,27.0,"control,power,bags"
Bridgeport,2011,bassa,3,3,17.67,"power,wheel,control"
Bridgeport,2012,bassa,5,6,22.17,"wheel,power,control"
Bridgeport,2014,bassa,2,2,15.0,"power,rear,seat"
Bridgeport,2017,alta,3,3,43.67,"rear,system,driver"
Bridgeport,2017,media,9,44,29.98,"wheel,power,rear"
Bridgeport,2018,media,7,10,32.7,"wheel,power,driver"
Bridgeport,2020,alta,10,37,83.81,"wheel,rear,power"
Bridgeport,2020,media,13,42,67.62,"wheel,power,rear"
Bridgeport,2021,media,5,16,4.56,"wheel,steering,mirror"
Bridgewater,2009,bassa,1,1,7.0,"rear,driver,wheel"
Bridgewater,2011,media,3,4,39.25,"front,rear,suspension"
Bridgewater,2014,media,8,9,44.89,"front,rear,power"
Bridgewater,2016,alta,1,1,32.0,"front,rear,seat"
Bridgewater,2016,bassa,6,8,47.0,"front,rear,driver"
Bridgewater,2019,alta,2,2,359.5,"wheel,rear,driver"
Bridgewater,2019,bassa,3,9,19.0,"front,rear,wheel"
Bridgewater,2019,media,21,32,64.22,"front,rear,power"
Bridgewater,2020,media,22,149,37.68,"wheel,driver,rear"
Brighton,2011,bassa,2,2,23.5,"power,door,rear"
Brighton,2015,bassa,3,3,18.33,"power,rear,front"
Brighton,2017,bassa,3,4,25.0,"vehicle,warranty,group"
Brighton,2018,alta,1,1,11.0,"group,mirrors,seats"
Brighton,2019,media,3,3,13.33,"power,rear,front"
Brighton,2021,media,1,1,6.0,"front,door,power"
Bristol,2003,bassa,1,1,13.0,"front,rear,passenger"
Bristol,2006,bassa,1,1,75.0,"2005,rear,wheel"
Bristol,2007,bassa,1,1,8.0,"front,2007,power"
Bristol,2011,bassa,15,15,43.47,"front,rear,passenger"
Bristol,2014,bassa,13,14,43.21,"front,rear,power"
Bristol,2015,bassa,14,17,36.47,"front,rear,power"
Bristol,2017,media,22,41,30.1,"front,rear,power"
Bristol,2018,bassa,4,4,27.75,"rear,front,power"
Bristol,2020,media,17,71,104.86,"front,rear,seat"
Bristol,2021,alta,1,1,19.0,"financial,interested,hesitate"
Bristol,2021,media,1,1,68.0,"dealer,details,complimentary"
Brockton,2012,media,1,1,31.0,"2012,awards,black"
Brockton,2020,media,9,83,188.59,"rear,front,power"
Bronx,1989,media,1,1,80.0,"power,mirror,classic"
Bronx,2003,bassa,2,2,10.0,"front,rear,power"
Bronx,2006,bassa,3,3,33.33,"front,rear,control"
Bronx,2011,bassa,9,9,17.11,"front,rear,power"
Bronx,2016,alta,4,7,210.57,"power,front,rear"
Bronx,2016,media,24,35,91.06,"rear,front,power"
Bronx,2017,alta,11,15,158.6,"rear,power,front"
Bronx,2019,alta,2,2,184.5,"power,rear,front"
Bronx,2019,bassa,28,55,52.65,"power,front,rear"
Bronx,2020,alta,8,43,181.47,"2020,price,must"
Bronx,2021,media,2,37,12.59,"additional,info,quick"
Brooklyn,2002,bassa,5,5,258.2,"front,rear,seat"
Brooklyn,2008,bassa,24,31,163.74,"front,rear,system"
Brooklyn,2009,bassa,23,29,97.0,"front,rear,seat"
Brooklyn,2009,media,1,1,494.0,"dealer,prior,1995"
Brooklyn,2012,bassa,40,51,87.98,"front,rear,wheel"
Brooklyn,2013,bassa,63,99,69.66,"front,rear,wheel"
Brooklyn,2015,media,15,19,120.89,"rear,front,power"
Brooklyn,2018,bassa,22,50,48.64,"front,rear,wheel"
Brooklyn,2019,alta,9,12,303.17,"rear,front,power"
Brooklyn,2020,alta,14,37,101.3,"rear,power,front"
Cambridge,2016,bassa,3,3,20.0,"front,wheel,rear"
Cambridge,2017,bassa,3,9,24.44,"front,steering,wheel"
Cambridge,2018,bassa,2,2,24.0,"front,rear,wheel"
Cambridge,2019,bassa,2,3,15.67,"front,market,steering"
Cambridge,2020,media,12,238,108.34,"front,rear,power"
Canton,2004,bassa,1,1,48.0,"rear,front,power"
Canton,2012,bassa,13,16,49.31,"front,rear,wheel"
Canton,2017,media,32,45,31.24,"rear,front,power"
Canton,2019,media,18,30,81.7,"rear,front,radio"
Carlstadt,2004,bassa,1,1,957.0,"front,rear,color"
Carlstadt,2007,bassa,3,3,309.0,"rear,front,system"
Carlstadt,2012,alta,1,1,1177.0,"carbon,black,mclaren"
Carlstadt,2014,media,1,1,102.0,"rear,front,power"
Carlstadt,2015,bassa,8,8,138.13,"front,rear,driver"
Carlstadt,2017,media,7,7,61.43,"rear,front,power"
Carlstadt,2018,media,3,5,47.2,"rear,front,power"
Carlstadt,2019,bassa,4,4,76.5,"front,rear,power"
Carlstadt,2019,media,1,1,26.0,"front,manual,rear"
Carmel,1994,bassa,1,1,11.0,"front,power,wheel"
Carmel,2007,bassa,1,1,8.0,"front,rear,type"
Carmel,2012,bassa,3,3,32.67,"front,rear,type"
Catskill,2014,media,1,1,21.0,"speed,automatic,electronic"
Catskill,2015,bassa,3,3,8.67,"rear,front,power"
Catskill,2018,bassa,3,3,29.67,"carfax,owner,2018"
Catskill,2021,media,3,8,26.38,"wheel,power,front"
Center Line,2008,bassa,3,3,13.33,"front,rear,system"
Center Line,2014,bassa,2,2,13.0,"rear,front,power"
Center Line,2015,bassa,3,4,16.25,"rear,front,power"
Center Line,2018,alta,1,1,494.0,""
Center Line,2020,media,11,258,77.36,"rear,front,power"
Central Falls,2008,bassa,1,1,0.0,"front,rear,type"
Cheshire,2005,bassa,2,2,21.5,"rear,front,power"
Cheshire,2010,bassa,3,3,26.0,"front,rear,power"
Cheshire,2015,bassa,1,1,78.0,"front,rear,wheel"
Cheshire,2016,bassa,3,3,9.67,"front,rear,power"
Cheshire,2019,bassa,1,1,91.0,"seat,system,wheel"
Cheshire,2020,alta,3,12,40.67,"rear,front,power"
Clarkston,1997,bassa,1,1,6.0,"front,door,rear"
Clarkston,2011,bassa,4,4,14.75,"front,power,rear"
Clarkston,2014,bassa,6,8,18.38,"front,wheel,radio"
Clarkston,2016,bassa,7,7,25.57,"2016,wheel,auto"
Clarkston,2016,media,2,2,20.0,"front,rear,auto"
Clarkston,2018,bassa,3,4,17.0,"2018,auto,radio"
Clifton,2011,media,1,1,4.0,"come,experience,fette"
Clifton,2014,bassa,1,1,4.0,"power,seat,mirror"
Clifton,2015,media,2,2,23.0,"come,value,2015"
Clifton,2016,bassa,2,2,17.5,"2016,power,best"
Clifton,2017,alta,1,1,19.0,"power,seat,control"
Clifton,2019,media,4,8,158.88,"power,mirror,driver"
Clinton Township,2007,media,1,1,175.0,"used,time,passenger"
Clinton Township,2008,bassa,6,6,19.5,"front,rear,door"
Clinton Township,2012,media,2,2,5.5,"front,power,rear"
Clinton Township,2015,media,3,3,23.67,"front,rear,power"
Clinton Township,2016,media,7,7,74.0,"power,rear,front"
Clinton Township,2017,bassa,19,36,71.86,"front,rear,power"
Clinton Township,2019,bassa,8,25,86.72,"power,front,rear"
