city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Abington,2006,bassa,2,2,31.5,"front,rear,type"
Abington,2011,bassa,2,2,16.5,"front,rear,type"
Acton,2017,bassa,2,6,51.67,"2017,rear,wheel"
Acton,2017,media,3,9,46.11,"2017,wheel,rear"
Adrian,2009,bassa,2,3,7.67,"vehicle,front,rear"
Adrian,2016,bassa,1,1,11.0,"rear,wheel,front"
Adrian,2017,media,10,19,48.89,"front,rear,wheel"
Adrian,2019,alta,2,2,378.0,"front,rear,seats"
Adrian,2020,media,14,106,106.68,"front,rear,wheel"
Agawam,2012,bassa,2,2,72.0,"front,rear,type"
Albany,2007,bassa,1,1,84.0,"power,apply,online"
Albany,2009,bassa,3,3,118.0,"apply,online,broadwaycarsllc"
Albany,2012,bassa,10,10,132.8,"front,rear,power"
Albany,2016,media,3,3,10.33,"front,power,rear"
Albany,2017,bassa,13,28,44.46,"power,rear,wheel"
Albany,2018,media,5,7,19.86,"rear,power,front"
Albany,2021,bassa,1,6,32.67,"power,wheel,rear"
Ann Arbor,2017,bassa,5,7,39.0,"front,wheel,rear"
Ann Arbor,2018,bassa,5,5,14.0,"front,2018,arbor"
Ann Arbor,2019,media,2,2,18.5,"front,seat,control"
Arundel,2020,media,1,1,188.0,"control,power,engine"
Asbury Park,1990,bassa,1,1,414.0,"power,available,produced"
Asbury Park,2005,bassa,1,1,68.0,"front,power,seats"
Asbury Park,2011,bassa,1,1,7.0,"front,seat,rear"
Asbury Park,2017,bassa,10,11,75.55,"front,wheel,rear"
Asbury Park,2017,media,13,14,49.86,"front,wheel,steering"
Asbury Park,2018,media,13,14,22.93,"front,wheel,rear"
Asbury Park,2019,bassa,4,5,113.8,"front,wheel,steering"
Astoria,2010,bassa,1,1,4.0,"lights,additional,info"
Astoria,2013,bassa,2,3,6.67,"additional,info,wheel"
Astoria,2014,bassa,4,4,22.0,"front,rear,power"
Attleboro,2008,bassa,2,2,11.0,"front,rear,type"
Attleboro,2015,bassa,10,10,20.6,"wheel,vehicle,rear"
Attleboro,2017,bassa,31,61,35.72,"wheel,vehicle,owned"
Attleboro,2020,bassa,5,26,78.08,"wheel,rear,system"
Auburn,2006,bassa,4,4,98.5,"front,rear,power"
Auburn,2007,bassa,7,7,49.14,"front,rear,seat"
Auburn,2010,media,1,1,9.0,"bluetooth,technology,backup"
Auburn,2018,alta,1,1,60.0,"seats,bluetooth,heated"
Auburn,2019,bassa,2,2,424.5,"front,rear,system"
Auburn Hills,2017,bassa,1,1,61.0,"power,automatic,warranty"
Auburn Hills,2020,media,5,17,107.47,"type,cargo,controls"
Auburn Hills,2021,bassa,1,11,46.0,"cargo,total,type"
Avenel,2011,bassa,2,2,5.0,"2011,recent,arrival"
Avenel,2016,bassa,17,19,29.47,"front,rear,power"
Avenel,2016,media,16,17,34.29,"front,rear,power"
Avenel,2019,alta,1,1,56.0,"2019,chevrolet,tahoe"
Barkhamsted,2018,bassa,1,2,23.5,"power,control,rear"
Barkhamsted,2020,alta,4,4,59.0,"transmission,ford,automatic"
Battle Creek,2003,bassa,2,2,18.0,"power,front,type"
Battle Creek,2006,bassa,2,2,21.0,"front,seat,rear"
