city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Battle Creek,2003,bassa,1,1,17.0,"front,type,power"
Battle Creek,2006,bassa,1,1,7.0,"front,rear,seat"
Battle Creek,2013,bassa,5,5,22.2,"front,rear,type"
Bay Shore,2015,media,2,2,10.5,"rear,front,power"
Bay Shore,2017,bassa,11,24,30.83,"front,rear,wheel"
Bay Shore,2018,bassa,6,11,36.0,"front,rear,seat"
Bay Shore,2019,bassa,3,4,57.75,"front,rear,system"
Bay Shore,2021,media,3,5,7.8,"front,chevrolet,system"
Bayamon,2020,media,1,2,212.5,"power,rear,control"
Bohemia,2009,bassa,3,3,42.0,"front,steering,wheel"
Bohemia,2012,media,2,2,22.5,"steering,wheel,front"
Bohemia,2016,media,13,16,80.69,"front,rear,wheel"
Bohemia,2018,bassa,10,14,28.29,"front,2018,steering"
Bohemia,2019,bassa,6,8,261.25,"front,wheel,steering"
Bohemia,2020,bassa,4,15,77.2,"front,wheel,steering"
Bohemia,2021,bassa,1,2,37.5,"2021,soul,dohc"
Bronx,1998,bassa,1,1,49.0,"front,steering,wheel"
Bronx,2010,bassa,2,2,6.0,"front,rear,driver"
Bronx,2012,media,1,1,22.0,"certified,seats,time"
Bronx,2013,bassa,4,4,145.5,"front,rear,system"
Bronx,2016,bassa,6,7,27.57,"power,rear,front"
Bronx,2020,bassa,1,1,102.0,"certified,vehicle,premium"
Bronx,2020,media,2,5,39.2,"rear,power,front"
Center Line,2018,bassa,5,11,44.45,""
Center Line,2019,media,5,8,75.75,""
Center Line,2020,alta,1,1,7.0,""
Clinton Township,2011,bassa,1,1,7.0,"used,time,today"
Clinton Township,2016,bassa,2,2,350.0,"power,control,driver"
Clinton Township,2018,bassa,2,6,24.33,"power,driver,rear"
Coldwater,2012,bassa,1,1,13.0,"power,front,wheel"
Coldwater,2016,bassa,2,2,37.0,"power,rear,wheel"
Coldwater,2016,media,1,1,367.0,"wheel,power,remote"
Coldwater,2017,bassa,5,9,32.44,"power,wheel,front"
Coldwater,2018,bassa,1,1,96.0,"wheel,power,package"
Coldwater,2018,media,3,8,37.25,"power,wheel,control"
Coldwater,2020,bassa,1,1,64.0,"system,rear,keyless"
Copiague,2008,bassa,1,1,14.0,"front,rear,control"
Croton-On-Hudson,2010,bassa,1,1,17.0,"wheel,power,front"
Croton-On-Hudson,2013,bassa,1,2,28.5,"power,rear,mirror"
Croton-On-Hudson,2014,media,1,1,20.0,"additional,info,wheels"
Croton-On-Hudson,2015,bassa,4,4,19.75,"power,front,rear"
Croton-On-Hudson,2017,alta,1,1,13.0,"includes,audio,package"
Croton-On-Hudson,2017,bassa,3,3,28.33,"power,rear,wheel"
Croton-On-Hudson,2020,alta,1,1,237.0,"black,additional,info"
Danbury,2019,bassa,3,3,19.33,"interior,exterior,rear"
Detroit,2013,bassa,1,1,7.0,"front,rear,color"
Detroit,2013,media,1,1,49.0,"front,rear,wheel"
Detroit,2015,bassa,1,1,94.0,"rear,front,type"
Detroit,2016,media,7,8,67.25,"front,rear,power"
Detroit,2018,media,5,6,31.67,"front,rear,power"
Detroit,2020,media,11,186,101.1,"engine,front,seats"
East Hartford,2010,bassa,3,3,13.33,"rear,power,front"
East Hartford,2014,bassa,6,6,17.83,"front,power,wheel"
East Hartford,2017,media,8,9,17.33,"power,front,wheel"
East Hartford,2018,media,7,7,12.57,"power,wheel,rear"
East Hartford,2019,alta,1,1,486.0,"2019,best,cars"
East Hartford,2021,alta,2,3,5.0,"black,speed,automatic"
East Meadow,2012,bassa,1,1,0.0,"front,blue,steering"
East Meadow,2019,media,6,8,115.13,"vehicle,certified,vehicles"
East Meadow,2020,bassa,3,15,77.47,"front,wheel,control"
East Windsor,2005,bassa,1,1,26.0,"rear,front,wheel"
East Windsor,2012,bassa,8,8,39.0,"front,rear,seat"
East Windsor,2013,media,1,1,29.0,"front,rear,driver"
East Windsor,2016,media,3,3,35.33,"rear,power,front"
Great Neck,2004,bassa,1,1,25.0,"rear,front,wheel"
Great Neck,2009,bassa,1,1,12.0,"rear,power,mirror"
Great Neck,2011,bassa,3,3,19.67,"power,mirror,passenger"
Great Neck,2013,media,1,1,25.0,"power,rear,control"
Great Neck,2015,alta,2,2,241.5,"vehicle,bank,certified"
Great Neck,2016,bassa,8,10,66.6,"rear,seats,control"
Great Neck,2016,media,7,8,103.0,"rear,wheel,power"
Great Neck,2017,bassa,16,25,93.24,"wheel,rear,power"
Great Neck,2018,alta,2,3,82.67,"seats,package,rear"
Great Neck,2019,alta,1,1,46.0,"seats,wheel,rear"
Great Neck,2020,alta,5,43,151.95,"power,seat,rear"
Great Neck,2020,media,18,135,136.41,"power,rear,driver"
Green Brook,2009,bassa,1,1,1.0,"4matic,2009,mercedes"
Green Brook,2013,bassa,1,1,26.0,"front,rear,seat"
Green Brook,2013,media,1,1,4.0,"front,dual,power"
Green Brook,2015,bassa,3,3,25.33,"front,steering,wheel"
Green Brook,2016,alta,1,1,13.0,"2016,chevrolet,silverado"
Green Brook,2016,bassa,4,4,24.0,"front,rear,steering"
Green Brook,2017,alta,1,1,4.0,"rear,front,power"
Green Brook,2017,bassa,3,3,57.67,"front,power,seat"
Green Brook,2019,media,9,13,62.92,"front,radio,rear"
Green Brook,2020,bassa,3,8,101.63,"price,dealer,front"
